doc,pass,min_similarity,top_n_candidates,top_k,candidate_count,selected_chunk_count,expanded_ref_count,selected_chunk_token_estimate,gt_coverage,full_doc_chunks,rerank_ms_full_corpus
Dvina,missile_kinematics,0.35,100,10,22,10,50,3580,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.35,100,15,22,15,53,3815,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.35,100,20,22,20,75,5923,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.35,100,30,22,22,110,6822,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,25,5,7,5,35,1838,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,25,10,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,25,15,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,25,20,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,25,30,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,50,5,7,5,35,1838,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,50,10,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,50,15,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,50,20,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,50,30,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,75,5,7,5,35,1838,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,75,10,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,75,15,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,75,20,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,75,30,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,100,5,7,5,35,1838,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,100,10,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,100,15,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,100,20,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.4,100,30,7,7,63,2651,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,25,5,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,25,10,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,25,15,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,25,20,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,25,30,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,50,5,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,50,10,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,50,15,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,50,20,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,50,30,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,75,5,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,75,10,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,75,15,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,75,20,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,75,30,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,100,5,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,100,10,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,100,15,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,100,20,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.45,100,30,4,4,24,1359,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,25,5,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,25,10,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,25,15,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,25,20,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,25,30,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,50,5,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,50,10,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,50,15,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,50,20,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,50,30,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,75,5,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,75,10,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,75,15,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,75,20,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,75,30,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,100,5,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,100,10,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,100,15,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,100,20,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_kinematics,0.5,100,30,1,1,17,80,0.0,45,21845.24142742157
Dvina,missile_guidance,0.2,25,5,25,5,7,2465,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.2,25,10,25,10,29,4466,0.4,45,26227.814635261893
Dvina,missile_guidance,0.2,25,15,25,15,29,7026,0.4,45,26227.814635261893
Dvina,missile_guidance,0.2,25,20,25,20,67,9115,0.4,45,26227.814635261893
Dvina,missile_guidance,0.2,25,30,25,25,112,11319,0.4,45,26227.814635261893
Dvina,missile_guidance,0.2,50,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.2,50,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.2,50,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,50,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,50,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,75,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.2,75,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.2,75,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,75,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,75,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,100,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.2,100,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.2,100,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,100,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.2,100,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,25,5,25,5,7,2465,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.25,25,10,25,10,29,4466,0.4,45,26227.814635261893
Dvina,missile_guidance,0.25,25,15,25,15,29,7026,0.4,45,26227.814635261893
Dvina,missile_guidance,0.25,25,20,25,20,67,9115,0.4,45,26227.814635261893
Dvina,missile_guidance,0.25,25,30,25,25,112,11319,0.4,45,26227.814635261893
Dvina,missile_guidance,0.25,50,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.25,50,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.25,50,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,50,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,50,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,75,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.25,75,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.25,75,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,75,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,75,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,100,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.25,100,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.25,100,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,100,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.25,100,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,25,5,25,5,7,2465,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.3,25,10,25,10,29,4466,0.4,45,26227.814635261893
Dvina,missile_guidance,0.3,25,15,25,15,29,7026,0.4,45,26227.814635261893
Dvina,missile_guidance,0.3,25,20,25,20,67,9115,0.4,45,26227.814635261893
Dvina,missile_guidance,0.3,25,30,25,25,112,11319,0.4,45,26227.814635261893
Dvina,missile_guidance,0.3,50,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.3,50,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.3,50,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,50,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,50,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,75,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.3,75,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.3,75,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,75,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,75,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,100,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.3,100,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.3,100,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,100,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.3,100,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,25,5,25,5,7,2465,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.35,25,10,25,10,29,4466,0.4,45,26227.814635261893
Dvina,missile_guidance,0.35,25,15,25,15,29,7026,0.4,45,26227.814635261893
Dvina,missile_guidance,0.35,25,20,25,20,67,9115,0.4,45,26227.814635261893
Dvina,missile_guidance,0.35,25,30,25,25,112,11319,0.4,45,26227.814635261893
Dvina,missile_guidance,0.35,50,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.35,50,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.35,50,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,50,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,50,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,75,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.35,75,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.35,75,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,75,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,75,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,100,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.35,100,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.35,100,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,100,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.35,100,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,25,5,25,5,7,2465,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.4,25,10,25,10,29,4466,0.4,45,26227.814635261893
Dvina,missile_guidance,0.4,25,15,25,15,29,7026,0.4,45,26227.814635261893
Dvina,missile_guidance,0.4,25,20,25,20,67,9115,0.4,45,26227.814635261893
Dvina,missile_guidance,0.4,25,30,25,25,112,11319,0.4,45,26227.814635261893
Dvina,missile_guidance,0.4,50,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.4,50,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.4,50,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,50,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,50,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,75,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.4,75,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.4,75,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,75,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,75,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,100,5,45,5,5,2075,0.3333333333333333,45,26227.814635261893
Dvina,missile_guidance,0.4,100,10,45,10,8,4595,0.6666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.4,100,15,45,15,8,6184,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,100,20,45,20,12,7118,1.0,45,26227.814635261893
Dvina,missile_guidance,0.4,100,30,45,30,30,11726,1.0,45,26227.814635261893
Dvina,missile_guidance,0.45,25,5,13,5,23,2069,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,25,10,13,10,65,4096,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,25,15,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,25,20,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,25,30,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,50,5,13,5,23,2069,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,50,10,13,10,65,4096,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,50,15,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,50,20,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,50,30,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,75,5,13,5,23,2069,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,75,10,13,10,65,4096,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,75,15,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,75,20,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,75,30,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,100,5,13,5,23,2069,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,100,10,13,10,65,4096,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,100,15,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,100,20,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.45,100,30,13,13,79,5457,0.26666666666666666,45,26227.814635261893
Dvina,missile_guidance,0.5,25,5,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,25,10,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,25,15,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,25,20,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,25,30,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,50,5,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,50,10,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,50,15,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,50,20,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,50,30,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,75,5,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,75,10,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,75,15,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,75,20,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,75,30,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,100,5,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,100,10,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,100,15,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,100,20,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_guidance,0.5,100,30,4,4,8,1646,0.0,45,26227.814635261893
Dvina,missile_airframe,0.2,25,5,25,5,24,1582,0.2,45,18628.056563436985
Dvina,missile_airframe,0.2,25,10,25,10,35,3951,0.2,45,18628.056563436985
Dvina,missile_airframe,0.2,25,15,25,15,35,4186,0.2,45,18628.056563436985
Dvina,missile_airframe,0.2,25,20,25,20,87,6081,0.2,45,18628.056563436985
Dvina,missile_airframe,0.2,25,30,25,25,110,8294,0.2,45,18628.056563436985
Dvina,missile_airframe,0.2,50,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.2,50,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.2,50,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,50,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,50,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,75,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.2,75,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.2,75,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,75,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,75,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,100,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.2,100,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.2,100,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,100,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.2,100,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,25,5,25,5,24,1582,0.2,45,18628.056563436985
Dvina,missile_airframe,0.25,25,10,25,10,35,3951,0.2,45,18628.056563436985
Dvina,missile_airframe,0.25,25,15,25,15,35,4186,0.2,45,18628.056563436985
Dvina,missile_airframe,0.25,25,20,25,20,87,6081,0.2,45,18628.056563436985
Dvina,missile_airframe,0.25,25,30,25,25,110,8294,0.2,45,18628.056563436985
Dvina,missile_airframe,0.25,50,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.25,50,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.25,50,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,50,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,50,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,75,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.25,75,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.25,75,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,75,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,75,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,100,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.25,100,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.25,100,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,100,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.25,100,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,25,5,25,5,24,1582,0.2,45,18628.056563436985
Dvina,missile_airframe,0.3,25,10,25,10,35,3951,0.2,45,18628.056563436985
Dvina,missile_airframe,0.3,25,15,25,15,35,4186,0.2,45,18628.056563436985
Dvina,missile_airframe,0.3,25,20,25,20,87,6081,0.2,45,18628.056563436985
Dvina,missile_airframe,0.3,25,30,25,25,110,8294,0.2,45,18628.056563436985
Dvina,missile_airframe,0.3,50,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.3,50,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.3,50,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,50,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,50,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,75,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.3,75,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.3,75,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,75,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,75,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,100,5,45,5,7,2521,0.3333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.3,100,10,45,10,28,4649,0.6666666666666666,45,18628.056563436985
Dvina,missile_airframe,0.3,100,15,45,15,28,7185,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,100,20,45,20,28,9282,1.0,45,18628.056563436985
Dvina,missile_airframe,0.3,100,30,45,30,39,13571,1.0,45,18628.056563436985
Dvina,missile_airframe,0.35,25,5,22,5,24,1597,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,25,10,22,10,34,3053,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,25,15,22,15,54,3934,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,25,20,22,20,96,6080,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,25,30,22,22,108,6990,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,50,5,22,5,24,1597,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,50,10,22,10,34,3053,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,50,15,22,15,54,3934,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,50,20,22,20,96,6080,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,50,30,22,22,108,6990,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,75,5,22,5,24,1597,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,75,10,22,10,34,3053,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,75,15,22,15,54,3934,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,75,20,22,20,96,6080,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,75,30,22,22,108,6990,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,100,5,22,5,24,1597,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,100,10,22,10,34,3053,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,100,15,22,15,54,3934,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,100,20,22,20,96,6080,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.35,100,30,22,22,108,6990,0.13333333333333333,45,18628.056563436985
Dvina,missile_airframe,0.4,25,5,7,5,43,1747,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,25,10,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,25,15,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,25,20,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,25,30,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,50,5,7,5,43,1747,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,50,10,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,50,15,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,50,20,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,50,30,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,75,5,7,5,43,1747,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,75,10,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,75,15,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,75,20,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,75,30,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,100,5,7,5,43,1747,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,100,10,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,100,15,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,100,20,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.4,100,30,7,7,55,2657,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,25,5,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,25,10,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,25,15,3,3,22,908,0.06666666666666667,45,18628.056563436985
Dvina,missile_airframe,0.45,25,20,3,3,22,908,0.06666666666666667,45,18628.056563436985
